,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-156.9108382882998,-89.16712417779738,-217.2512810752757,36.49252198902783,,
1,0,-43.44532691833093,-18.839072203778922,-70.28204550820416,16.93302071188795,0.027285872027277946,1.0165998935699463
2,1,10.966055399589198,53.0987898223394,-18.077739897011906,19.226992590376774,0.01553960982710123,0.03392757102847099
3,2,37.817631810999,101.04680954560526,-1.8740198868009443,28.47289667666027,0.011830348521471024,0.022930532693862915
4,3,73.57791790277918,113.88361477581671,10.58084886337942,28.689322413251666,0.008708861656486988,0.011806781403720379
5,4,68.50935772777345,86.56854848330076,45.862386381693895,12.051980013117422,0.008746053092181683,0.010421227663755417
6,5,90.78764505244013,121.2481529081626,53.59677587469938,19.404153665793203,0.006628178991377354,0.006718532647937536
7,6,78.9508123668609,90.39771828000221,62.71887270539824,9.34247143087762,0.005216710269451141,0.006381443236023188
8,7,93.13084732091389,135.5477930299229,35.058037250740014,29.616414363890243,0.005530545022338629,0.0052392128854990005
9,8,115.20790251533985,157.8212258986844,71.52244407972152,26.487161614758982,0.005112304352223873,0.005654113832861185
10,9,124.22493393208788,161.38042455801306,94.6780855567342,19.82680274239889,0.003450625343248248,0.003467429894953966
11,10,106.19509262843704,156.44118897965194,49.40763433818755,35.0345165474911,0.006392661482095718,0.003992090933024883
