Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
423.5506088733673	0	-176.95786091841185	-9.370215115315137	62.565361684239654	-31.34329189290112	-359.1877096191289	20.0	0.0	1100	10100	-149.22537143564412	-8.401705956504427
837.6606023311615	1	-167.3795031659935	-9.162515810906358	61.953255520910155	-34.583445337687785	-379.40356048825873	20.0	0.0	1100	20200	-152.75051853206136	-7.84396497973028
1247.4755373001099	2	-169.77688730196923	-9.041345723533125	63.5636263686274	-24.352021898761336	-339.078907147258	20.0	0.0	1100	30300	-192.56073645658543	-9.711034808116487
1661.0002677440643	3	-160.06667101879714	-8.225013827119602	65.59916400544327	-27.50552140876374	-356.69793764620846	20.0	0.0	1100	40400	-151.68569273243	-7.676583868409522
2074.444153547287	4	-157.07316208269782	-7.818068375795609	66.63510958682672	-33.707303681938654	-378.0198052184432	20.0	0.0	1100	50500	-145.7496874805761	-6.577906765118394
2486.589200735092	5	-145.32754644342708	-7.222166372608647	61.470116641596064	-28.304177830713698	-305.4709751417833	19.995049504950494	0.0993804945538848	1100	60600	-160.2057211536263	-7.123308514344498
2897.2973952293396	6	-147.29462725644785	-7.208871044643191	69.40481490616864	-28.84787862781691	-350.0909134666759	20.0	0.0	1100	70700	-163.92508384790483	-7.927558853669763
3312.0583946704865	7	-141.88643297491248	-6.659795325462781	61.76469109550078	-31.411538615901268	-379.4213121713889	20.0	0.0	1100	80800	-93.31580924387148	-3.966058837138081
3724.4253039360046	8	-139.95609307719081	-6.5154622817722165	61.42064736505922	-28.52774624513642	-351.38715704150735	20.0	0.0	1100	90900	-161.36342742463032	-7.096010148877935
4136.360229969025	9	-137.08116981715915	-6.096625362537123	59.24530613808335	-28.88003227133633	-284.391146311123	20.0	0.0	1100	101000	-150.47823524575864	-6.884534963060054
4549.170963764191	10	-128.7132005225088	-5.706825372897381	63.19238794155281	-23.708582809022023	-372.1749522452578	20.0	0.0	1100	111100	-141.84687967402292	-5.9859122097247255
4960.809798955917	11	-128.17320578422138	-5.672114218572602	58.6954246930351	-26.050914101618492	-375.94422117864906	20.0	0.0	1100	121200	-148.3610617510776	-6.499386187436573
5373.038107633591	12	-131.69543979598944	-5.840449479894367	67.30274944102968	-22.028860690286624	-436.7091875814536	20.0	0.0	1100	131300	-123.35137063226402	-5.715420279604256
5784.785027503967	13	-122.67923512666258	-5.381966415609049	59.78112532099062	-26.947951986474862	-382.0027079397925	20.0	0.0	1100	141400	-134.14830518770157	-5.655062481206712
6197.7935473918915	14	-123.4780742026589	-5.507857369162313	59.30576342918253	-22.12970364620819	-362.4898164119824	20.0	0.0	1100	151500	-130.28409403722492	-5.41350749386534
6612.979174613953	15	-109.71225880486067	-4.81778646934375	58.980646930990176	-21.668070778099025	-379.0311095492878	20.0	0.0	1100	161600	-118.65124232004032	-5.551406019482726
7026.069332361221	16	-111.80247871533763	-4.900345279124783	61.85960904925761	-19.53957839877273	-309.7909306858643	20.0	0.0	1100	171700	-111.16248308161953	-4.3348246473760055
7441.215581178665	17	-121.97164385154815	-5.033128367537376	59.42188960457848	-22.318858805158484	-333.8717498157678	20.0	0.0	1100	181800	-109.31635439707516	-4.612618023424665
7854.55449962616	18	-112.85938361428649	-4.817183032020803	59.548593976527386	-17.03855562294952	-309.841293238893	20.0	0.0	1100	191900	-93.89163342351912	-4.0095253558179484
8268.354504108429	19	-112.86499699089397	-4.463137843166121	59.217657503910644	-23.531286306108733	-334.39183714806774	20.0	0.0	1100	202000	-111.52878195906739	-4.404238179071993
8683.816479206085	20	-106.77356618416084	-4.098663480617815	59.55421437988289	-16.2256342758796	-493.5770335733885	20.0	0.0	1100	212100	-109.3219592057177	-4.502630081008988
9097.493885040283	21	-101.7369091302277	-4.202106725037367	54.048620235235106	-21.58754581302042	-315.8388583860451	20.0	0.0	1100	222200	-131.8860660091473	-5.039905571978552
9512.411841869354	22	-98.06255503846896	-3.9907027703968545	55.66828791041337	-17.243257091751914	-318.7554232445983	20.0	0.0	1100	232300	-97.87094655927513	-3.567552138756622
9925.972675800323	23	-98.44270402218524	-3.90307528899016	58.852734231525275	-19.133516959965306	-363.09014292857387	20.0	0.0	1100	242400	-103.25430188758645	-3.337432214587875
10339.344969034195	24	-85.8405050357009	-3.424515680000843	47.94013694390272	-17.803519220627535	-341.21081398373997	20.0	0.0	1100	252500	-109.63038288598663	-4.411094153261526
10754.959887504578	25	-97.40701357154337	-3.735809971178255	55.50781017794231	-21.10909520114409	-358.26394600930547	20.0	0.0	1100	262600	-110.315885398646	-3.9725530638176894
11168.593342781067	26	-101.98466127379359	-3.8389857421877855	59.73323694833094	-21.479514156628227	-363.16393828626093	19.97283950617284	0.5459191695423694	1100	272700	-101.22952965833957	-4.504087287934895
11583.69687628746	27	-98.32236580811718	-3.8536627278700335	57.28049584418761	-20.90879397732901	-350.0653875987251	20.0	0.0	1100	282800	-108.07801954125435	-4.425791866782905
11999.033814191818	28	-98.16182018260615	-3.8229987821680425	60.946815595174925	-18.334581050858308	-327.9880561492902	20.0	0.0	1100	292900	-84.35010767416031	-3.2347303085760686
12412.443934440613	29	-90.6575963711114	-3.522829147310486	60.44770846212266	-19.196363641741446	-358.21957373558405	20.0	0.0	1100	303000	-92.37940693458945	-3.3289105840095057
12824.80563879013	30	-88.55612538597646	-3.379743301283449	53.626808961170084	-17.101046622974177	-313.0504345817614	20.0	0.0	1100	313100	-107.93664857688701	-4.450869291570779
13242.53032541275	31	-92.11167539485923	-3.572078732852225	56.227594952820006	-17.81594088988645	-445.85867033779346	20.0	0.0	1100	323200	-100.94013342700191	-3.7074773039611966
13659.724697828293	32	-96.20496792724423	-3.775649851252466	69.29338275514792	-15.239173180523865	-523.53553058724	20.0	0.0	1100	333300	-85.92999225446023	-2.9495050509990963
14067.360070943832	33	-84.25250612745533	-3.297716360224739	48.27628496013501	-19.187300768224002	-351.28957494654236	20.0	0.0	1100	343400	-109.13571518759267	-4.137574904542012
14449.762871980667	34	-87.80600407531834	-3.3054902816260228	57.66992101966611	-18.2244064193008	-426.1773506299472	20.0	0.0	1100	353500	-94.52156629479114	-3.822339629131307
14816.152498483658	35	-82.48644730297107	-3.054175246320873	53.0178781443007	-12.004211764785435	-352.51915472518493	20.0	0.0	1100	363600	-80.2503302173824	-3.370014342175412
15181.320859670639	36	-86.24865355532874	-3.2933199575298926	60.44607111149397	-15.949178598467928	-496.8738037688076	20.0	0.0	1100	373700	-85.1459713883859	-3.2514904184893867
15547.681377649307	37	-92.15042460061356	-3.3440848812657604	62.86520323692078	-15.652927157425546	-554.8099029878296	20.0	0.0	1100	383800	-91.4830183675975	-4.237950380962887
15916.023270845413	38	-83.86169627119314	-3.172866158949719	56.812602581370534	-18.15610914554029	-334.0372133458402	20.0	0.0	1100	393900	-102.52740534192999	-4.129081654223886
16284.453362703323	39	-82.72077892458219	-3.418062154651712	70.55286313549341	-13.968448102143228	-611.1956292086505	19.987654320987655	0.24814507706471328	1100	404000	-70.10605998754065	-2.5387029540350503
16652.90748500824	40	-90.76393438906828	-3.6517367258457636	86.78117753075854	-18.153886929512357	-846.7798689292858	20.0	0.0	1100	414100	-67.71531341421311	-2.6535579273181438
17023.465102910995	41	-79.41010748773125	-2.977809781461327	60.26455045237218	-14.739065090183209	-389.3368488815196	20.0	0.0	1100	424200	-94.11972715743596	-3.43280501655932
17392.187098264694	42	-82.13169515289349	-3.121930960429791	60.47887889924706	-13.769907566281802	-399.30132707910445	20.0	0.0	1100	434300	-68.12306233219813	-2.693103568941108
17759.06636595726	43	-76.74023643338231	-2.932491100554539	55.97595042237159	-13.16031732953853	-430.667929791413	19.965432098765433	0.6948062157811974	1100	444400	-91.72751726381057	-3.4870632826811203
18125.968185424805	44	-88.78087758411087	-3.3707483067954445	73.49236514780645	-11.684199009625944	-463.62579157198206	20.0	0.0	1100	454500	-91.55431795132175	-3.0274327300957427
18491.597920656204	45	-77.15477623780512	-3.028444941314528	67.3342329741891	-13.846975785070212	-534.3428853593574	20.0	0.0	1100	464600	-97.24891476066382	-3.660661156882416
