,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-135.60937981950866,-83.5631129461531,-218.03170358463075,41.727650887270286,,
1,0,-3.135089612190522,61.32736178300862,-52.165822987994716,29.19598050733193,0.03356074541807175,1.087951421737671
2,1,133.0152855823083,182.2549329872512,94.46483426164886,25.45029089732222,0.02262883633375168,0.041302114725112915
3,2,194.14884320939532,253.42772799533975,137.96864486344447,35.446991353828466,0.02262716367840767,0.026823678985238075
4,3,251.57969252565235,291.4119259944136,192.7461383549351,28.151150547682658,0.010180940851569176,0.016649458557367325
5,4,270.24024164150933,339.69518789277106,189.3888881154738,46.81345163217509,0.011460077948868275,0.013783767819404602
6,5,293.2081045369931,344.3651743090494,207.96179692639436,42.910534380477074,0.008596681989729404,0.011417655274271965
7,6,354.6449315934178,433.7144525553361,279.63998299645095,40.838646258901846,0.00712061021476984,0.010131144896149635
8,7,384.14788686425806,430.23872768877527,329.08504164142096,31.264284662636594,0.004295546095818281,0.009917329996824265
9,8,395.2854965575467,469.8813580291138,359.2416595755509,37.71784166057936,0.008790870197117329,0.00662559550255537
10,9,406.40132470261574,451.66035473176555,370.6392992650409,22.664147799856714,0.006716543808579445,0.007549232337623835
11,10,341.69319568239973,399.8382780705182,272.60816839779113,41.387427185030916,0.005407349672168493,0.007851035334169865
