,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-154.29872008424655,-101.27807175138284,-212.33938254846953,31.0827924358114,,
1,0,-18.67955049316657,35.30642139696785,-62.86622912392518,30.588848493482764,0.02307179942727089,1.0021191835403442
2,1,102.80149936344485,131.34956508035785,44.17014366457174,32.62674261236831,0.02104591391980648,0.0407535620033741
3,2,171.40721550557873,240.1500469622495,119.18868680172177,36.64408793594239,0.012719642370939255,0.026010805740952492
4,3,186.45857579425723,256.14709429992973,100.67756259898323,43.93191996705733,0.00747769046574831,0.01919221319258213
5,4,222.88868737809244,287.20682039807764,176.22740504513916,33.58174737127633,0.008714346215128899,0.013137209229171276
6,5,281.7327824033524,321.318177182829,242.67152796488926,23.369689116005063,0.008413122966885567,0.013479551300406456
7,6,293.89076606133995,336.09112882998465,234.6737037399482,31.888684487572167,0.008451092056930065,0.010301257483661175
8,7,344.9445715377768,405.07271300361356,266.6483203752583,36.82968452369474,0.008207155391573906,0.009422272443771362
9,8,312.9166944660243,365.42796997566955,264.3398056188058,30.43756272980986,0.006633981131017208,0.006983461789786816
10,9,298.1153439341341,381.53025950566325,233.1304436599715,47.52380089865352,0.007315029390156269,0.007481822278350592
11,10,310.04142304908726,365.600509890093,257.79607017725397,34.79712365250054,0.0054334430024027824,0.005877736955881119
