,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-144.74769983404857,-100.50896728234058,-186.15993995579367,25.661974184656483,,
1,0,-10.840217731264104,17.557577056466215,-28.25248820202938,14.959452686253732,0.030287155881524086,1.0717140436172485
2,1,52.753553357295814,98.32803975956269,-11.176952351208802,33.75902690762538,0.02240750379860401,0.041029393672943115
3,2,130.07434876798442,152.9733861708104,93.63468551200697,20.253577209944694,0.01264575868844986,0.02266703173518181
4,3,180.93117732354284,270.70255895871384,85.761700669539,47.26366703242924,0.009015453979372978,0.016073675826191902
5,4,220.6081777433729,317.1485071874967,181.45269954098558,41.17524865342439,0.011361151933670044,0.014887610450387001
6,5,280.782399132322,333.2943891702552,207.19874733786241,33.89795221426653,0.009260480292141438,0.009938175790011883
7,6,286.11288955512345,363.2180642601845,198.81153185822612,48.698783163954886,0.006804725620895624,0.009581414051353931
8,7,287.07072748516265,358.2349524939307,242.35922435476834,36.309598306417456,0.006176932714879513,0.008907226845622063
9,8,300.3200895463971,342.1057706787509,251.34203840442933,29.103004819039384,0.006068783346563578,0.006458702497184277
10,9,294.59677094494856,350.91158852936826,227.79369923991223,35.122031174946635,0.0064845397137105465,0.007853677496314049
11,10,334.8989774489004,393.97051753670985,271.94135554966215,35.85227092122613,0.005655209068208933,0.007410602178424597
