Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.123227834701538	0	15.738994	6.4328504	51.0	8.0	15.738993710691824	6.432850165481299	5005	5005
6.7040770053863525	1	23.27907	11.560006	75.0	8.0	23.27906976744186	11.560006400165905	5005	10010
9.23983097076416	2	35.132866	20.253372	117.0	11.0	35.13286713286713	20.253373287968277	5024	15034
11.8097505569458	3	47.196262	21.436033	131.0	12.0	47.19626168224299	21.436033621611287	5050	20084
14.36843204498291	4	57.522728	30.899755	149.0	13.0	57.52272727272727	30.899756277623432	5062	25146
16.91473126411438	5	70.830986	33.482807	200.0	29.0	70.83098591549296	33.48280446442052	5029	30175
19.420077085494995	6	73.72059	32.59233	200.0	17.0	73.72058823529412	32.59233290760055	5013	35188
21.969595670700073	7	81.51613	36.134933	162.0	18.0	81.51612903225806	36.134936153562805	5054	40242
24.57314372062683	8	108.3617	38.034935	200.0	32.0	108.36170212765957	38.0349366453186	5093	45335
27.151087522506714	9	140.91667	38.837532	200.0	41.0	140.91666666666666	38.83753553801614	5073	50408
29.731209993362427	10	151.60606	46.551334	200.0	56.0	151.6060606060606	46.55133327774534	5003	55411
32.3071551322937	11	169.2	37.933628	200.0	80.0	169.2	37.93362624374316	5076	60487
34.9591863155365	12	157.625	38.964527	200.0	87.0	157.625	38.96452713687156	5044	65531
37.56596755981445	13	173.41379	34.827175	200.0	74.0	173.41379310344828	34.827176508344756	5029	70560
40.208003759384155	14	176.58621	31.425354	200.0	101.0	176.58620689655172	31.425354623274707	5121	75681
42.79380011558533	15	168.03334	41.99165	200.0	44.0	168.03333333333333	41.99165260964242	5041	80722
45.43503284454346	16	180.57143	35.699566	200.0	65.0	180.57142857142858	35.6995683961791	5056	85778
48.08504390716553	17	191.51852	20.425783	200.0	110.0	191.5185185185185	20.42578321698913	5171	90949
50.662392377853394	18	193.5	15.179059	200.0	134.0	193.5	15.179059462096001	5031	95980
53.29084539413452	19	195.23077	15.485248	200.0	125.0	195.23076923076923	15.485247799382613	5076	101056
55.98616647720337	20	200.0	0.0	200.0	200.0	200.0	0.0	5200	106256
58.61096000671387	21	196.53847	17.307693	200.0	110.0	196.53846153846155	17.307692307692307	5110	111366
61.35482573509216	22	200.0	0.0	200.0	200.0	200.0	0.0	5200	116566
64.09258770942688	23	200.0	0.0	200.0	200.0	200.0	0.0	5200	121766
66.79704284667969	24	199.65384	1.7307692	200.0	191.0	199.65384615384616	1.7307692307692306	5191	126957
69.53268599510193	25	198.46153	7.692307	200.0	160.0	198.46153846153845	7.692307692307693	5160	132117
72.21986937522888	26	199.42308	2.8846154	200.0	185.0	199.42307692307693	2.8846153846153846	5185	137302
74.93431663513184	27	198.0	6.563301	200.0	168.0	198.0	6.563301233138936	5148	142450
77.61798405647278	28	197.76923	11.153846	200.0	142.0	197.76923076923077	11.153846153846155	5142	147592
80.26526498794556	29	191.59259	22.050882	200.0	115.0	191.59259259259258	22.05088267194302	5173	152765
82.95862746238708	30	199.5	2.5	200.0	187.0	199.5	2.5	5187	157952
85.67446446418762	31	194.57692	19.703913	200.0	107.0	194.57692307692307	19.703910343894602	5059	163011
88.46646618843079	32	191.66667	20.802422	200.0	119.0	191.66666666666666	20.8024215114669	5175	168186
91.13019967079163	33	196.0	10.597532	200.0	159.0	196.0	10.59753236879663	5096	173282
94.09835124015808	34	190.85185	24.669224	200.0	104.0	190.85185185185185	24.669224647702105	5153	178435
96.81394147872925	35	193.42308	18.543447	200.0	116.0	193.42307692307693	18.543448100491485	5029	183464
99.52465295791626	36	194.76923	13.537149	200.0	147.0	194.76923076923077	13.537150286150423	5064	188528
102.17805409431458	37	193.96153	16.364784	200.0	133.0	193.96153846153845	16.36478576143762	5043	193571
104.93162822723389	38	197.84616	6.3771973	200.0	169.0	197.84615384615384	6.377196802142336	5144	198715
107.67380380630493	39	198.23077	6.518068	200.0	169.0	198.23076923076923	6.518067742866111	5154	203869
110.38363933563232	40	198.15384	6.865142	200.0	167.0	198.15384615384616	6.865142206450853	5152	209021
113.10532236099243	41	196.57692	9.688109	200.0	162.0	196.57692307692307	9.68810959143327	5111	214132
115.81242561340332	42	196.92308	10.787896	200.0	154.0	196.92307692307693	10.787895912774284	5120	219252
118.5596821308136	43	200.0	0.0	200.0	200.0	200.0	0.0	5200	224452
121.25592470169067	44	197.88461	10.576922	200.0	145.0	197.8846153846154	10.576923076923077	5145	229597
123.98473119735718	45	195.42308	15.990798	200.0	133.0	195.42307692307693	15.99079801954159	5081	234678
126.69672060012817	46	199.3077	3.4615383	200.0	182.0	199.30769230769232	3.4615384615384612	5182	239860
129.47240710258484	47	200.0	0.0	200.0	200.0	200.0	0.0	5200	245060
132.1800479888916	48	198.53847	7.3076925	200.0	162.0	198.53846153846155	7.307692307692308	5162	250222
134.89237904548645	49	198.88461	3.8662934	200.0	185.0	198.8846153846154	3.8662934255008383	5171	255393
137.57295393943787	50	196.65384	13.298184	200.0	133.0	196.65384615384616	13.298184687254547	5113	260506
140.2829885482788	51	200.0	0.0	200.0	200.0	200.0	0.0	5200	265706
143.04283595085144	52	199.0	5.0	200.0	174.0	199.0	5.0	5174	270880
145.783353805542	53	200.0	0.0	200.0	200.0	200.0	0.0	5200	276080
148.51399159431458	54	197.15384	10.3206	200.0	152.0	197.15384615384616	10.320600413706963	5126	281206
151.20563578605652	55	198.38461	8.076923	200.0	158.0	198.3846153846154	8.076923076923078	5158	286364
153.9716992378235	56	200.0	0.0	200.0	200.0	200.0	0.0	5200	291564
156.76557850837708	57	200.0	0.0	200.0	200.0	200.0	0.0	5200	296764
159.54447102546692	58	200.0	0.0	200.0	200.0	200.0	0.0	5200	301964
162.28376936912537	59	200.0	0.0	200.0	200.0	200.0	0.0	5200	307164
164.99295258522034	60	197.57692	8.718561	200.0	160.0	197.57692307692307	8.718561441514733	5137	312301
167.75359463691711	61	200.0	0.0	200.0	200.0	200.0	0.0	5200	317501
170.5014204978943	62	199.88461	0.5769231	200.0	197.0	199.8846153846154	0.5769230769230769	5197	322698
173.2177379131317	63	187.66667	12.13199	200.0	158.0	187.66666666666666	12.131990157644589	5067	327765
175.89560556411743	64	173.44827	8.716161	192.0	149.0	173.44827586206895	8.716160998087965	5030	332795
178.54416370391846	65	163.80646	9.686769	187.0	148.0	163.80645161290323	9.686769676408524	5078	337873
181.16010212898254	66	159.0	6.9372187	177.0	147.0	159.0	6.937218462755804	5088	342961
183.81397652626038	67	157.6875	8.991098	177.0	144.0	157.6875	8.991098028049745	5046	348007
186.5437572002411	68	166.7742	9.050788	185.0	146.0	166.7741935483871	9.050787445404618	5170	353177
189.26566815376282	69	171.76666	6.636682	186.0	160.0	171.76666666666668	6.636682571553016	5153	358330
191.88329911231995	70	180.07143	9.219269	193.0	162.0	180.07142857142858	9.219267756128122	5042	363372
194.61043906211853	71	183.35715	8.324724	200.0	161.0	183.35714285714286	8.324723443344125	5134	368506
197.32228112220764	72	186.74074	9.020933	200.0	163.0	186.74074074074073	9.020932827647748	5042	373548
200.0748414993286	73	189.92592	8.392792	200.0	170.0	189.92592592592592	8.392791995277525	5128	378676
202.8354570865631	74	199.34616	2.0558043	200.0	191.0	199.34615384615384	2.0558043099835026	5183	383859
205.59149718284607	75	200.0	0.0	200.0	200.0	200.0	0.0	5200	389059
208.3429353237152	76	200.0	0.0	200.0	200.0	200.0	0.0	5200	394259
211.07626700401306	77	200.0	0.0	200.0	200.0	200.0	0.0	5200	399459
213.77761220932007	78	196.03847	19.80769	200.0	97.0	196.03846153846155	19.807692307692307	5097	404556
216.51811170578003	79	200.0	0.0	200.0	200.0	200.0	0.0	5200	409756
219.30543565750122	80	200.0	0.0	200.0	200.0	200.0	0.0	5200	414956
222.06880235671997	81	200.0	0.0	200.0	200.0	200.0	0.0	5200	420156
224.84065079689026	82	200.0	0.0	200.0	200.0	200.0	0.0	5200	425356
227.62465858459473	83	200.0	0.0	200.0	200.0	200.0	0.0	5200	430556
230.3852355480194	84	200.0	0.0	200.0	200.0	200.0	0.0	5200	435756
233.13677597045898	85	200.0	0.0	200.0	200.0	200.0	0.0	5200	440956
235.89358568191528	86	200.0	0.0	200.0	200.0	200.0	0.0	5200	446156
238.68579173088074	87	200.0	0.0	200.0	200.0	200.0	0.0	5200	451356
241.44887375831604	88	200.0	0.0	200.0	200.0	200.0	0.0	5200	456556
244.20377588272095	89	200.0	0.0	200.0	200.0	200.0	0.0	5200	461756
246.99953961372375	90	200.0	0.0	200.0	200.0	200.0	0.0	5200	466956
249.70598721504211	91	200.0	0.0	200.0	200.0	200.0	0.0	5200	472156
252.4694550037384	92	200.0	0.0	200.0	200.0	200.0	0.0	5200	477356
255.22130846977234	93	200.0	0.0	200.0	200.0	200.0	0.0	5200	482556
257.96469259262085	94	200.0	0.0	200.0	200.0	200.0	0.0	5200	487756
260.7606062889099	95	200.0	0.0	200.0	200.0	200.0	0.0	5200	492956
263.5505385398865	96	199.6923	1.5384617	200.0	192.0	199.69230769230768	1.5384615384615385	5192	498148
266.3084557056427	97	198.03847	3.2163138	200.0	189.0	198.03846153846155	3.216313814946082	5149	503297
268.9282670021057	98	192.53847	7.110289	200.0	176.0	192.53846153846155	7.110289235871596	5006	508303
271.1437554359436	99	187.81482	9.128859	200.0	169.0	187.8148148148148	9.128859557335643	5071	513374
