,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-152.25516133525633,-104.57476280045711,-206.20885458013208,28.622478251314845,,
1,0,-35.15034931425122,6.037191682008906,-81.17516630969703,23.44874067377611,0.030930815264582634,1.030113935470581
2,1,16.08505191501518,67.65584743884341,-34.80553432411078,29.58261271717428,0.013276411220431328,0.03416316956281662
3,2,54.24696725168485,90.7774534816236,13.514212455087272,25.372921140498736,0.011059854179620743,0.023061474785208702
4,3,61.381924449880366,137.1280616545426,26.255346969261282,35.53643198389177,0.013537699356675148,0.014592153020203114
5,4,57.887164019065644,105.11917219715014,21.362648014269347,29.820079041938634,0.008331743068993092,0.009096694178879261
6,5,89.4004003289731,125.16948039418952,46.961805186611,26.14101703541923,0.006626461166888475,0.007637576665729284
7,6,97.6043632706081,173.73133393743038,50.04730781337892,36.29026158914671,0.005466544069349766,0.007667429745197296
8,7,117.49928993140645,190.475351146656,50.787850394160934,42.741786993163956,0.006827139295637608,0.006608101539313793
9,8,89.00327323788107,126.57402515425693,51.14996033746752,26.838336231584055,0.004748223349452019,0.005690949968993664
10,9,112.57434124581714,154.1733552666998,74.24554330590031,22.41871721143158,0.005495979450643063,0.004825620912015438
11,10,127.21539766490241,168.04996310630975,70.80066166751627,28.715269605775738,0.004117945209145546,0.004914216697216034
